time,DNI,hour,date
2023-07-03 01:09:00,0.0,1,2023-07-03
2023-07-03 02:09:00,0.0,2,2023-07-03
2023-07-03 03:09:00,0.0,3,2023-07-03
2023-07-03 04:09:00,0.0,4,2023-07-03
2023-07-03 05:09:00,0.0,5,2023-07-03
2023-07-03 06:09:00,406.26008671912933,6,2023-07-03
2023-07-03 07:09:00,604.8139605512625,7,2023-07-03
2023-07-03 08:09:00,709.1098785336993,8,2023-07-03
2023-07-03 09:09:00,789.2069121064475,9,2023-07-03
2023-07-03 10:09:00,832.0981870393307,10,2023-07-03
2023-07-03 11:09:00,841.8832134921375,11,2023-07-03
2023-07-03 12:09:00,658.7236150086247,12,2023-07-03
2023-07-03 13:09:00,254.01422271929812,13,2023-07-03
2023-07-03 14:09:00,312.3305771624692,14,2023-07-03
2023-07-03 15:09:00,171.81157209071867,15,2023-07-03
2023-07-03 16:09:00,193.57461593575383,16,2023-07-03
2023-07-03 17:09:00,518.615529599286,17,2023-07-03
2023-07-03 18:09:00,440.3281948268317,18,2023-07-03
2023-07-03 19:09:00,0.0,19,2023-07-03
2023-07-03 20:09:00,0.0,20,2023-07-03
2023-07-03 21:09:00,0.0,21,2023-07-03
2023-07-03 22:09:00,0.0,22,2023-07-03
2023-07-03 23:09:00,0.0,23,2023-07-03
2023-07-04 00:09:00,0.0,0,2023-07-04
2023-07-04 01:09:00,0.0,1,2023-07-04
2023-07-04 02:09:00,0.0,2,2023-07-04
2023-07-04 03:09:00,0.0,3,2023-07-04
2023-07-04 04:09:00,0.0,4,2023-07-04
2023-07-04 05:09:00,0.0,5,2023-07-04
2023-07-04 06:09:00,441.70384100797224,6,2023-07-04
2023-07-04 07:09:00,633.8468856513342,7,2023-07-04
2023-07-04 08:09:00,719.045095345071,8,2023-07-04
2023-07-04 09:09:00,784.7981893091144,9,2023-07-04
2023-07-04 10:09:00,810.6883836757087,10,2023-07-04
2023-07-04 11:09:00,834.9075653801552,11,2023-07-04
2023-07-04 12:09:00,842.8466547533113,12,2023-07-04
2023-07-04 13:09:00,852.8852582767894,13,2023-07-04
2023-07-04 14:09:00,832.6595078231327,14,2023-07-04
2023-07-04 15:09:00,808.41291847828,15,2023-07-04
2023-07-04 16:09:00,427.57174154867556,16,2023-07-04
2023-07-04 17:09:00,581.6820956596453,17,2023-07-04
2023-07-04 18:09:00,460.11419615141904,18,2023-07-04
